	x	y	z	label
46	-83.52425749788395	461.2702270792922	-478.704909700565	0.0
47	-260.2277006494554	-453.15464570157206	-77.43088494720286	1.0
48	-53.11484968259717	268.09002811753123	337.42776715422485	0.0
49	111.65128649582867	-375.2191360806447	-313.3180396190036	1.0
50	-315.8332312894294	463.5716323412232	-328.15771975641616	1.0
51	273.20162646199066	-463.36304558462393	-268.4073542274871	1.0
52	81.75633891772472	-436.4668435043987	140.9730444807743	0.0
53	243.7033765507538	476.4488603664894	-48.28576386249883	0.0
54	-78.86388004724243	20.501457227038	-151.5788180008356	1.0
55	318.69972840249415	320.71361061684865	-35.327838448653836	0.0
56	13.981346537476625	-470.13437272267544	-485.64839161055596	1.0
57	117.53884656224245	-136.97936004893162	-178.67012744714572	1.0
58	-119.62962624701257	170.8404813120581	461.13607901737	1.0
59	-50.46619534357255	122.45797169146144	382.1229013951793	0.0
60	216.67308752836624	233.25545904697842	-235.6160747994983	0.0
61	458.9391878632514	155.5961082969388	-487.23172503241886	0.0
62	-239.99522071030378	142.69016161746384	-196.75336999081517	1.0
63	59.943160751018794	390.60289002308	-251.41497911880194	0.0
64	-94.43120169202356	-426.7743536061236	233.83325954768696	1.0
65	-56.13052294936993	-323.27958233849705	18.289098096474167	1.0
66	251.34627333370753	289.47491618752576	63.40476657021787	1.0
67	10.22802904502762	468.28952401059433	489.0892401560677	1.0
68	270.16147943922806	241.71234054652845	-428.96736013067294	0.0
69	244.70977063381994	-191.65597341957985	-428.0541302047437	1.0
70	-289.19833109572204	-96.5310456135987	-37.63803807658128	0.0
71	82.49143727414065	374.8261542785629	130.86220342622724	1.0
72	-13.691167173837115	-133.82839844278837	-441.2806254304906	0.0
73	-185.10021796239562	2.401620728149423	291.069524548442	0.0
74	-262.18649806126183	420.351367687004	199.40287607722695	0.0
75	-65.38583281447097	-463.7646084524965	25.517374488359778	1.0
76	413.04162882873663	466.4392106346611	480.84156418180226	0.0
77	137.0443902238263	61.906458112733766	187.20293470965998	0.0
78	-154.85010929535358	-25.92631139200008	70.48178011757034	1.0
79	194.8593817421227	-144.88820090304512	-312.4403335040338	0.0
80	402.292147424672	33.96411221332241	62.33222977860387	1.0
81	78.93903472648279	-132.6649372653338	270.71951982374566	0.0
82	341.89547876752744	-13.557066897781468	-87.79705886637046	0.0
83	-214.8758273587722	-217.0763350445134	-83.08009168759645	0.0
84	-393.6031727560716	-364.54018421697276	-161.37404509173447	1.0
85	311.28689640781147	-180.87824348873283	-451.7868798930681	1.0
86	-165.73066043160088	-404.771474571073	-398.70615092563946	0.0
87	324.0659520940704	427.68233669074385	-294.1769081658453	0.0
88	-103.49568762334582	-57.41897181793143	352.169244767252	1.0
89	-257.34460826615566	-295.96329642288543	444.27471130458184	1.0
90	493.7668057034206	-87.48442242751398	-362.37190344684336	1.0
91	-436.9506961200662	-145.45551820894443	45.03612612542196	0.0
92	-45.55847580684147	51.45494114921168	194.87463310966103	0.0
93	208.7650749946447	-250.62362807284876	145.5954039955113	0.0
94	-275.6414188908579	-339.78597955034815	-380.4555320428267	0.0
95	99.7682403097202	113.60344249733956	146.09786831105907	1.0
96	-34.00155054690601	-68.95651135556969	-460.46649422492794	1.0
97	-36.344955119628985	-307.63658392952385	-149.70439108768707	0.0
98	153.7974556968319	-179.6541250841065	-175.28721276653238	0.0
99	210.21599806863767	472.6179758727856	-486.4985658070697	0.0
100	414.63901905100187	460.42849356914076	369.6437562920517	1.0
101	150.33078377178632	304.2635033756239	-113.5736884024927	0.0
102	-285.75618562838577	-375.54674635556097	-191.7378717809669	0.0
103	332.54092648968157	330.62214662753706	-170.4931306560453	0.0
104	491.1509582940853	-451.64232727258525	428.75006587038587	1.0
105	255.41806011432644	-468.4996009353117	-428.03615805864536	1.0
106	209.6132626558801	-300.3429907932793	21.219256960901323	0.0
107	204.02860338604256	119.72907469605177	-380.6566920860921	0.0
108	236.1784430261895	296.77358792543663	414.5985104529357	1.0
109	294.4870727050901	460.44382868866086	-404.34866644310284	0.0
110	-76.67792580366294	-226.3220620848847	269.35419920478057	1.0
111	308.2550764400418	344.00169711272935	353.98659358967467	1.0
112	163.86701988485376	269.0188278172492	-119.51347819036661	1.0
113	307.69826852401116	53.99329745668413	149.96308866446995	0.0
114	195.95986454542236	-284.47695416732444	-137.70212476314447	1.0
115	499.10662293674915	-104.81973570438652	-184.43200788456426	0.0
116	41.369490885473816	-236.02701073797428	329.69784014372584	0.0
117	-42.188672286473604	-95.36810684014641	474.6138792222485	1.0
118	210.28122119794114	274.44067304673894	37.738735660708734	1.0
119	214.64893439451026	-320.3389326248237	-233.7099941593521	1.0
120	251.66217797397283	-196.75802176676504	412.13795187578364	0.0
121	482.8284950920364	-411.94863116574277	303.566158487546	1.0
122	-375.58755170148874	-378.0310969291982	305.4853757493202	1.0
123	295.34601969566944	-30.440514337508606	-188.32501260897038	1.0
124	-432.8126512181956	397.84450520966305	150.5585078099141	0.0
125	-98.25013245654301	52.894412738597964	479.4143027412036	0.0
126	291.44971659572195	321.79939766565303	-50.05770380208374	1.0
127	-114.56859466342173	-200.80969297170282	216.66102043684344	1.0
128	-302.4446726739943	-318.6709693701457	-98.83480014157331	0.0
129	-323.55769737935367	-125.17648406778414	-459.3892746822674	0.0
130	204.0433364587101	177.9912469469509	-20.01710233906506	0.0
131	-419.0271268067184	-66.90287597661538	158.8980188832494	1.0
132	-311.0074528294142	-176.13279893418033	199.4259435467357	1.0
133	378.33686747219474	441.60395748214654	127.75800411223092	1.0
134	187.77292254635358	92.35584194190704	425.137934985283	1.0
135	268.9993629364985	-471.9844133792566	-97.76739513355759	1.0
136	57.56665349788403	-121.87378627550416	493.7283570077096	0.0
137	-221.91421703837034	-75.36088531555917	284.5176293952445	0.0
138	-101.32586741802696	84.84356261678427	-379.40286958706236	1.0
139	263.7900044291858	209.21827249087133	360.10356120764067	1.0
140	260.8792352794765	-124.40339581576498	-430.8959959802405	1.0
141	-463.07562634049003	66.01441788218565	-352.3553823364767	1.0
142	4.830113206388487	20.584017085691684	142.03433938207843	1.0
143	140.0519231799594	483.91296622682165	176.21192559967525	1.0
144	-192.0091547680095	-110.74498959805901	-420.2315638001446	1.0
145	157.81580739973887	123.42010894488698	-297.5113413919922	0.0
146	381.5521277812979	-88.62022816737081	302.0797017680751	1.0
147	311.32855863233	-224.7659339227921	236.61616448223234	0.0
148	-452.65290515231646	-488.3211670089664	86.59821061865314	1.0
149	467.50406229474106	157.04542673942635	251.71498747146126	1.0
150	413.8491269333305	467.6684528133823	-110.26863512908214	1.0
151	59.03427161431563	-25.803040942849577	-247.95180709550235	1.0
152	385.350006486645	41.358809224749216	9.111970045337037	1.0
153	-119.54578366144386	7.322492915493473	107.96398830711263	0.0
154	157.85922121899253	96.01517090266331	-450.25676533540815	0.0
155	213.7130364985379	53.77117055530978	-84.64013236632707	1.0
156	137.0066914585174	-499.8991340174146	-298.07664127177355	1.0
157	4.051305784740777	-264.0703056448854	366.82914506238996	1.0
158	-93.3241097392209	469.66255294250993	-64.44329181695885	0.0
159	-338.34012981397296	22.180217250448166	344.56679608013894	1.0
160	-180.79965951079348	70.43951831268069	-342.9051626096815	1.0
161	22.373306068724787	-136.43156126912658	85.62710099245297	0.0
162	-434.853250211677	360.0869017298233	486.7816118155005	1.0
163	-6.012999941785391	-190.59063826357493	81.06472824718792	1.0
164	-355.9784887894073	446.1311796679328	319.4906127350296	1.0
165	-79.76085097478148	243.298421808819	-289.7949671858117	1.0
166	-253.43390917644027	351.2021544989479	225.76818875918104	0.0
167	-235.59791791841744	-358.2175075774049	1.1647508108907356	1.0
168	371.74015256007596	437.2252451081912	455.8912395994984	1.0
169	-403.74893794254297	-133.14524907897484	-329.36613038383564	0.0
170	-391.57563607869406	-246.986156841709	-213.7565857524626	0.0
171	-19.834053475879408	-331.04726027500544	291.0843738571536	1.0
172	-443.27476907823416	266.33556964107777	-117.55716675665617	0.0
173	-355.9590939498071	-225.30574019595417	-442.99092968733476	0.0
174	444.98026104033715	-65.5678693139774	-276.19565614231345	0.0
175	5.040530495850959	444.5343804888947	294.4021064029445	1.0
176	-137.2307646426446	-189.44747210241087	-0.8907399598560017	1.0
177	-358.59187998338473	93.3937183578062	269.23836826891846	0.0
178	430.5360195550536	36.1849824688909	-89.08586624745773	1.0
179	407.0691827795898	178.58624774084885	125.13151093875763	1.0
180	-415.1308787706221	414.57414931398597	277.8176382770795	0.0
181	-322.9846249241478	-43.78786413534497	144.4759515444628	1.0
182	-370.20671613591117	-197.39829718055256	-112.8331606708547	0.0
183	-462.0965045799383	410.25886400633016	-459.013912130247	1.0
184	-3.2326760155235723	366.39307784584105	-73.26199387964894	1.0
185	275.4839243388978	337.04124020627023	-86.29107296730577	0.0
186	31.59965515641272	-146.73931237121195	-62.187744750430205	1.0
187	-281.36656199222386	-197.25187693912892	-165.15040525765278	0.0
188	-280.2868515618521	-180.38183706457667	-259.2122026608537	0.0
189	-307.7158454336916	498.4346165085581	-42.68515475725909	1.0
190	-221.39348086004784	-53.01207737897806	456.8478567859483	1.0
191	-394.4056616094561	360.1698024797414	-255.3465845535049	1.0
192	102.29952054071889	104.77404655322131	194.22428930240588	1.0
193	-104.47479424500284	265.4925852573895	84.5044484709504	0.0
194	290.31233497295005	-75.6180091383325	-299.1799601038119	1.0
195	77.81802938078941	123.8475183227108	-14.24806440487869	0.0
196	-332.69659059633193	236.05821735560428	1.9613882251117154	1.0
197	90.87149989928001	-208.63564071037644	-36.53047795470932	0.0
198	225.76114499493906	-123.7041093150243	-420.62288193557885	1.0
199	-358.48656889789055	-223.04742299684366	-173.52580144047215	1.0
200	-238.98581241638783	-61.18676979156368	346.47715077073906	1.0
201	394.95747437209803	258.12174055821436	38.403797519378834	1.0
202	-252.85782859318516	-344.76306161067174	-343.27701258435405	0.0
203	-108.90011656560172	436.71472246475764	186.32335675172305	1.0
204	147.19533688880182	-218.78944037186298	497.5386302410801	0.0
205	40.51970195864485	294.74815771981287	-422.38611933729806	0.0
206	421.5648001858469	166.29169829985568	-499.48526069715825	0.0
207	141.5527362502471	376.0882755022087	-166.98111797814298	1.0
208	-351.84382236389223	-111.96191033547787	-212.20963838010286	0.0
209	14.238190388470851	6.928219564910076	-214.57225981050553	1.0
210	-337.1357320502043	-101.83339527248314	-309.34835229057825	0.0
211	329.04395857003396	-362.4449420718697	432.67417143154665	0.0
212	-390.33339859016525	-241.85050092703597	34.81938030031229	0.0
213	-375.56043877756497	-207.07030369215883	-101.9249927885939	0.0
214	28.609676239609527	194.34980042607896	158.71741729217814	1.0
215	160.7037955247721	393.4991387594268	346.0903635899253	1.0
216	378.5665251384041	-494.37516196064024	461.07227315021447	0.0
217	407.9393047183212	447.56109570728717	-127.54580470537013	0.0
218	-371.14911658890384	-494.5750132555427	94.55021232712157	1.0
219	421.08141410259805	146.99673449261928	379.0761717224015	1.0
220	141.73662747439474	-97.86402093291102	-377.37421907089396	1.0
221	-260.54638430665557	353.7133791468264	-67.40456784767623	1.0
222	-271.94398658973364	-37.31834658227573	-106.18217513720107	0.0
223	-158.1713337008629	399.56712877097954	-200.29420330554836	1.0
224	-431.3932834568438	-362.91031117454764	255.22683296578163	1.0
225	-223.3200482457791	-417.488972298385	-402.3087698667179	1.0
226	324.494755400061	-278.61286997392665	4.799381831577909	0.0
227	76.91760147860849	374.8883369935494	-467.52929429467594	0.0
228	-169.87112476413313	42.976958333758475	-301.5939486758955	1.0
229	312.50853772860756	-289.0748890269251	368.93129885723954	0.0
230	-114.89086340984367	-349.8513806529884	424.11318849647216	0.0
231	329.5074059167533	-261.3740253584277	-244.48567524978205	0.0
232	-348.47902208094274	-18.554912093347475	136.55401385936582	1.0
233	-378.05846269556866	302.2283027749057	253.1742335972177	1.0
234	54.74978263252972	-80.60443969942233	-295.20449860631516	1.0
235	387.5695654654968	-375.992976556075	-61.329352669039714	0.0
236	-180.9888000551494	-130.74144761867578	-25.569728706292814	0.0
237	-131.28444996581112	-258.0817342576892	158.26336240764726	1.0
238	-487.61250613235575	412.35424430473375	-390.5836438991164	1.0
239	-467.69717002967883	109.06630246723448	79.25777138679446	0.0
240	391.90021767899776	-261.8473913986518	455.6965754084157	0.0
241	312.4891762612657	-268.72645132804007	139.18255278441694	0.0
242	329.59356220928316	-72.13507570762489	447.2620684701618	0.0
243	448.43557451081074	-168.64231616349778	-339.5757648050881	1.0
244	435.7330525819855	-155.85881556238857	206.21097071350925	1.0
245	-70.92480719039263	488.29829966635987	-179.79526212862163	1.0
246	135.648248045944	-463.5857829974016	122.54048302231135	0.0
247	-231.47164843454937	-151.5761259798588	107.20357337628639	1.0
248	406.3846789568998	-135.1848312644045	-344.8685383116786	0.0
249	-6.311205420463151	111.68255969380614	0.4776605622685004	0.0
250	181.41339962166148	-139.14184858440137	-487.7335997053308	1.0
251	24.018420053020904	4.629343639182104	-77.31661232176678	0.0
252	378.08465138065105	70.14116242432988	-464.7870590756655	0.0
253	352.1746924047453	-97.9987107611746	492.74974187200394	0.0
254	209.27328938976996	-112.12962560865924	-391.318920845687	1.0
255	-108.98074232988897	-172.15692637853897	-288.87389973966316	0.0
256	160.7473573843795	391.6964528664405	-484.2845253638194	0.0
257	465.18830913787303	-94.05036001046729	375.75776327664033	0.0
258	-113.97220246212503	-97.4335956190342	345.4289967514165	1.0
259	136.53226162476483	151.99221275737273	-12.912221606203978	0.0
260	-398.62819119404304	-206.25632929689453	-54.90252062157064	0.0
261	-235.39255843797113	323.0416371581097	29.50698295733767	0.0
262	332.11221376708033	132.04185155714032	-168.7227876328533	0.0
263	165.51469731334856	217.74083320846427	226.47391035950503	1.0
264	-141.36295046787438	446.511085284101	-427.82756423658617	1.0
265	-89.54010702992032	108.78012113172176	147.0927219534449	0.0
266	-117.1889107211489	385.693611000871	-348.4545088272534	1.0
267	120.2647152892865	-136.9500454885876	-482.0731687736845	1.0
268	-55.603484901478154	-474.4092662759315	-344.53130707773647	1.0
269	-212.98460471052073	-7.062657853362353	8.089615291946961	1.0
270	69.1293105247519	320.7810027632222	-261.41666434887077	0.0
271	2.409314778854199	-127.56726931553519	-343.38279611079594	1.0
272	-63.46067022071378	276.4956375661256	-125.80412118160467	1.0
273	184.47046310889792	-163.79125093739356	-286.81657267848624	1.0
274	-76.64440994062628	296.37195304825593	-201.10354284976606	1.0
275	-144.84672705682067	-359.42661060763805	-439.81367390877733	0.0
276	-436.4551834889897	84.60943551469569	124.1452332004217	0.0
277	191.28736233097155	-275.5589375201082	-487.9823682648946	1.0
278	54.868926928855146	393.9222799945342	481.4885976593371	1.0
279	-146.8816338194988	-260.588648005631	-381.393525192293	0.0
280	-118.08226724715554	70.98834027931188	375.52369944017363	0.0
281	58.4026374235257	164.6030764451064	-439.6283449168623	0.0
282	472.84182813455124	135.96756752675387	195.16548338160155	1.0
283	-447.5883766038591	-419.6127514974892	470.6000225477779	0.0
284	-99.10114072077003	-334.8111096131555	60.886930830458155	1.0
285	-368.40640097943776	447.78816181490987	-143.27061168132138	0.0
286	-56.516037139568766	-280.52454015423757	226.678915315519	0.0
287	48.96155464398599	191.1405620398656	-114.45741010043275	0.0
288	291.84706158464866	340.9215026456718	168.9068019250598	1.0
289	478.7347635314796	456.7473405537493	-36.747568845933664	0.0
290	-389.9573722831168	-115.84400488989111	10.745143584718232	1.0
291	-227.9950782746294	-157.39768046364898	-42.55982971075745	0.0
292	361.74965197260025	257.75692774343105	458.3971996013898	1.0
293	-141.0972547728304	-173.82433411154364	-250.43885967312318	1.0
294	432.0926892583725	-480.18598556102	141.1055915474575	1.0
295	139.8092195566183	-54.680242911441134	-478.91919191950115	0.0
296	314.83462399067383	-75.61658813667793	465.7603550682934	0.0
297	-216.59871461842206	163.23663409710466	201.6317619441954	0.0
298	118.23032076775242	66.9509462495106	-399.32861864773605	0.0
299	355.3487888243535	-362.80176800512186	-37.406431123830906	0.0
300	443.952277483605	353.9152456150325	-442.3330004919569	0.0
301	251.74416324329474	377.2125263805042	-302.76099869618764	1.0
302	290.71592002182354	92.33292694476947	-401.65190416592833	1.0
303	-401.01035482181493	-421.25083711794645	63.08111462523491	1.0
304	101.05516778401224	376.7500600945931	260.8262436457751	1.0
305	-301.76150728827434	346.7189395418959	57.86042043734929	0.0
306	259.72132580427865	302.6092719847572	-201.27952667924887	0.0
307	-390.38360234321857	130.8622814995276	285.9569213745575	0.0
308	-69.43584556516669	359.8267308139721	-70.23473331528085	1.0
309	144.12818952890404	-329.3594888857275	380.2998240449319	0.0
310	-489.17298953791686	272.95502219554055	-201.0672825516051	1.0
311	227.97608560606375	260.81352782957043	154.06470662381432	0.0
312	211.77185089020767	451.8906739626122	-191.51092114051437	0.0
313	494.9546764014976	419.7424389659317	477.37091278821356	1.0
314	264.100000112766	285.4381743761968	-168.73370958970503	0.0
315	-477.6000491755299	-430.961139661152	51.74327860697703	0.0
316	-91.69516239910769	444.7998324985879	-207.2042470386385	1.0
317	333.80020503401965	-182.1337621027378	337.72813059769567	1.0
318	-136.7049378847789	-364.43270326698695	-279.06832190028155	1.0
319	364.9999686667129	-350.939408878892	-258.8463867691553	1.0
320	161.6035259061408	-82.96807170216437	-42.86754414214122	0.0
321	-369.5662395177556	179.68274565025322	-184.19219957971268	0.0
322	-446.96235939852977	42.73428418678682	162.24730388302612	0.0
323	-247.1794809350837	-7.659216332341567	353.87651919599193	1.0
324	-382.0683566641222	110.5911712968437	354.0754499644442	0.0
325	-447.5441441238366	42.685448991111265	312.8084544764318	1.0
326	338.2965423154589	246.1562170817907	197.71872837483284	1.0
327	165.6871645131418	-98.25177647385941	-291.98838771736047	1.0
328	-446.7626142555361	-90.67195662696004	-286.3271322842369	0.0
329	-26.35504127769717	499.5971864174866	37.178797072736415	1.0
330	-408.5461989617778	214.17736671945175	252.27803261965698	0.0
331	-62.450835487051215	231.64779772354171	320.11298778473895	0.0
332	-29.668173167475164	-181.5581205884712	204.87241852107542	1.0
333	447.4441793563493	-278.1456274963863	411.1985842994199	0.0
334	445.0087581201306	-375.3820635697144	451.76869405611666	1.0
335	-478.9938797866453	-42.75623190745004	324.80073582908256	1.0
336	-205.53535586725968	-122.48611080934057	198.4718343767866	1.0
337	44.30997692845751	353.6176753613949	-443.3248223587688	1.0
338	110.65345928746007	-244.25796170562995	-456.3901059872526	0.0
339	12.429814750281043	456.880160674338	446.32104529289643	1.0
340	-313.4307184053099	-324.7058412282311	275.1751540406859	1.0
341	203.54577215970548	-452.09242286268767	439.92995954373606	0.0
342	-137.94466966211527	-450.53428899064386	76.37092916119047	1.0
343	-124.6895833947278	-490.753420762961	444.83710250509	1.0
344	-81.95785105206322	-252.03256200024893	481.76041860992	1.0
345	124.46457585924841	58.18274022718939	159.37483548103748	0.0
346	-78.87049907240961	311.72056503035685	-92.406317477429	0.0
347	118.94427906472504	100.96531851341517	248.76126746856198	1.0
348	7.277708785348169	-34.13714718104111	-386.9370351337108	0.0
349	63.20382059184726	114.5572359061221	-210.72196204410997	0.0
350	163.8568201055185	140.9734336290035	-404.508078960268	0.0
351	-348.8108428328499	-28.533569248029966	50.44256894867838	0.0
352	-55.514280018096215	-99.56670717984805	-217.84216541129274	1.0
353	220.37426350839974	141.43104516943163	237.52559274195661	1.0
354	-433.5919683063757	161.49947031269284	-75.10423737884709	1.0
355	-46.20137724572548	-1.1704077420919834	496.16752484368254	1.0
356	-118.16734148260022	484.47398495796136	-219.21538863569424	1.0
357	-427.50384422930375	104.55380592680629	-340.1428999913293	1.0
358	491.2524796714225	-9.819672233213783	11.674055443484765	0.0
359	-315.2511832073951	-259.74726147364345	-371.7943167052511	0.0
360	-301.8330161354489	258.4111744137574	-82.44960613168628	1.0
361	226.14948407795677	-442.00582790993815	393.329162390732	0.0
362	51.5628159722048	-290.36323930821027	353.44901782377093	0.0
363	-352.5769857561486	455.5178983711829	335.83489960783464	0.0
364	365.89379160431855	492.34973653557057	120.74639014195243	1.0
365	419.58474060145	-220.5183312313369	-112.89509918208806	1.0
366	-193.96722027372272	318.6960670183504	321.2953483601199	0.0
367	299.45502390773424	449.96019301114075	280.54485287745854	1.0
368	-423.9246754417656	214.99895409225445	-57.05923784979938	0.0
369	-361.5126341222804	-366.48638638851793	-287.6640237637155	1.0
370	65.73902194651593	478.1072637716628	490.2461085354128	1.0
371	-182.00797133004997	31.826794082172484	234.5873818669909	0.0
372	-166.22653281232104	235.96391576579867	413.7821018966227	0.0
373	-488.99123768460794	-251.06796869469872	-328.4929395517373	0.0
374	-487.14724981475024	-83.04180188613375	-484.531394435886	0.0
375	256.68205842621927	-155.63357862023997	-191.80587450555376	1.0
376	-442.30598601048865	415.0057314811353	115.00011253771036	0.0
377	234.33131917446926	46.25239537375414	-310.78151551254575	1.0
378	393.3594033398284	-291.47069432732565	-185.0896093895603	0.0
379	272.02291698309654	287.15472211195424	-6.95005831736617	0.0
380	178.21764011186357	-150.53084013689843	430.01604539356595	0.0
381	45.83909774141248	-465.07732813680036	101.69194443451157	0.0
382	-33.817429268691804	111.91567667405455	498.94796835217284	0.0
383	-311.3787408160219	57.83595175435885	-352.5362556245223	1.0
384	50.13497956431179	-370.87056492071423	430.98613361554914	0.0
385	179.64878969975763	322.2091113011728	341.2711151525073	1.0
386	74.24360229074966	-189.9141417598663	391.80205344286543	1.0
387	226.58874799712115	-468.3142843804783	-55.80284924967205	1.0
388	-249.97809048333065	-158.16003098909616	-430.7360404844116	1.0
389	293.70798776716043	-430.7163132885694	282.8654557880913	0.0
390	98.4183004005188	275.0014998761389	-101.85009319967597	0.0
391	215.34057410938036	-487.35211156059523	98.91197485007119	0.0
392	-287.17275545994215	-139.65379528380817	120.91397784127955	0.0
393	-233.63479345494775	-106.27095556026889	-280.17476078468127	1.0
394	164.59851247136527	-464.2450829206911	-328.14377243520045	1.0
395	-53.60009579654557	52.15516556275135	360.4018909879895	0.0
396	58.95071604218594	-72.86845897560723	-238.8068066056964	1.0
397	-91.39113641941366	-229.24750765538838	389.3047935860917	1.0
398	251.58139816156046	472.29453047769607	-339.95584006580935	1.0
399	-490.5628819662927	-437.89608194330634	223.48053224491292	0.0
400	-173.60515833799562	-388.9021835438332	-353.7078751543009	0.0
401	385.84838381952824	-36.828851703958996	16.22563353529294	0.0
402	143.98699011760618	255.77223045531662	268.5270297825958	1.0
403	-244.19485242211024	76.30565657501475	-296.1462522191547	0.0
404	-74.11900902303647	-101.89660074758366	275.91142306162186	0.0
405	-45.308281905901524	39.38718817618414	6.752088786858179	0.0
406	148.48413036514918	55.31891485777629	-310.0900182212477	0.0
407	310.817399135112	-180.0335585847942	453.42603618587975	0.0
408	193.98305037078666	477.15734109296403	323.5460250614812	1.0
409	-440.2048078834847	-189.08306288470467	131.50778568524092	1.0
410	467.04808400788977	439.3222625325477	126.73909886921764	1.0
411	-222.8092564972357	-186.4918928941226	65.51754247208719	1.0
412	4.934850066965479	53.652968842904045	-137.472285790324	1.0
413	293.80688906380624	-160.61616925152956	-83.32037124283853	1.0
414	-288.14416897972296	-112.2001709983097	-135.8890409078688	0.0
415	-278.2853589523784	237.9735648308281	-156.8171163184433	0.0
416	-320.6970567816524	-188.1632296640584	-20.18053602351444	0.0
417	18.1014235563679	-387.97059238072296	285.5816297248274	0.0
418	15.079295599516929	481.2862200915937	323.8323875744864	1.0
419	-96.73017301471486	342.0674609539337	-418.9948927169924	1.0
420	492.2500709258837	-126.90421683034126	-157.05969139086218	1.0
421	-205.1950877429135	65.36913195097283	-71.07014868710992	1.0
422	16.381246758458424	441.96728648387483	229.37920172916992	1.0
423	-290.0917583907485	-468.0668645893461	-97.60726573656575	0.0
424	414.84681947231206	-76.8219600252027	-117.82738865304498	0.0
425	-41.70741365082997	-247.1540718021169	491.8954785023356	1.0
426	207.87729357844788	80.51364971937814	195.51083471884246	1.0
427	-221.70217108001765	-335.17776636572614	97.66295718218676	1.0
428	383.81410282537865	-497.13311586539743	288.3088035030603	0.0
429	-110.76796639088748	386.62560672561074	179.77746875408107	0.0
430	21.357840730537593	391.3152141349192	-339.76145690632586	0.0
431	190.68679894970464	-454.17269152751015	-328.58166061513384	1.0
432	-187.25071309684117	-85.64658256876079	58.296908741075846	0.0
433	-452.6233075116499	255.6446613549994	359.2804225260234	1.0
434	487.56343320626695	464.6482984616994	-333.16213200176526	0.0
435	-277.2905012423531	-70.69835150899407	-303.36552807831754	0.0
436	-33.93592213367225	390.88071800172065	-380.2082634121734	1.0
437	-175.6655302771347	-396.8904382249	-166.881339514207	0.0
438	-444.17423647144994	-37.9551291897694	-293.33209257460356	0.0
439	-156.01111786915578	34.53922090404804	242.12687291707147	0.0
440	255.56510181395686	85.84820558710071	-427.0536877247282	1.0
441	-292.15689435794843	300.9175618734607	-407.69911477179687	1.0
442	17.85293062111293	291.17847942993734	-33.73324771455455	0.0
443	-462.20356095721826	-377.64145043096664	205.64202446366264	0.0
444	-307.7465558651453	-448.9938819451461	-235.67394193720082	0.0
